,date,spx_close,hlth_close,cons_close,cond_close,enrs_close,finl_close,indu_close,inft_close,matr_close,rlst_close,tels_close,util_close,daily_new_cases,daily_new_deaths
81,2020-07-08,3169.94,1186.27,612.46,1106.192,275.17,385.14,579.78,1894.65,361.99,217.69,188.77,292.01,65801.0,972.0
82,2020-07-09,3152.05,1176.56,607.85,1114.731,261.81,376.87,567.38,1901.82,358.61,216.96,188.7,288.19,65065.0,1032.0
83,2020-07-10,3185.04,1173.97,619.33,1125.916,270.32,389.97,574.69,1901.29,364.88,217.32,192.39,293.66,74331.0,928.0
84,2020-07-13,3155.22,1180.18,617.88,1106.464,268.87,391.22,577.09,1860.99,364.83,213.77,188.61,293.78,62965.0,594.0
85,2020-07-14,3197.52,1203.28,627.32,1113.072,278.56,393.95,589.67,1883.27,374.1,215.85,190.31,296.64,71190.0,990.0
86,2020-07-15,3226.56,1219.14,627.39,1118.237,284.02,401.47,604.71,1893.25,380.33,216.95,190.86,295.34,75296.0,1079.0
87,2020-07-16,3215.57,1217.06,628.77,1115.198,282.57,401.26,604.74,1870.12,381.69,214.37,191.43,299.25,75132.0,1042.0
88,2020-07-17,3224.73,1233.67,631.38,1107.707,278.27,397.87,608.04,1879.14,384.72,217.37,190.61,306.08,76745.0,1043.0
89,2020-07-20,3251.84,1233.55,625.3,1142.473,273.46,396.4,601.01,1927.66,381.48,215.19,192.99,301.92,59392.0,700.0
90,2020-07-21,3257.3,1232.87,631.43,1138.339,290.28,403.96,608.86,1907.19,384.73,215.21,192.2,303.32,71488.0,1259.0
91,2020-07-22,3276.02,1243.35,636.28,1142.067,286.39,403.61,613.87,1922.98,389.05,217.89,192.28,307.97,74287.0,1311.0
92,2020-07-23,3235.66,1238.28,637.44,1118.87,285.79,404.33,611.76,1872.42,388.02,216.82,188.54,308.32,71183.0,1201.0
93,2020-07-24,3215.63,1224.52,636.52,1122.553,284.11,402.85,606.87,1850.22,386.76,215.96,188.43,306.37,80030.0,1332.0
94,2020-07-27,3239.41,1233.39,639.98,1132.306,284.71,399.58,609.26,1880.04,392.23,218.37,189.9,302.52,58584.0,944.0
95,2020-07-28,3218.44,1231.63,641.87,1118.412,279.73,398.45,605.24,1857.09,383.66,222.85,188.15,307.22,69147.0,1441.0
96,2020-07-29,3258.44,1244.95,642.86,1130.213,285.7,406.48,614.28,1884.94,386.94,227.07,189.62,308.56,68607.0,1427.0
97,2020-07-30,3246.22,1235.39,642.89,1131.367,273.99,399.02,608.33,1894.95,379.34,225.18,190.22,308.5,70807.0,1398.0
98,2020-07-31,3271.12,1228.58,642.01,1145.811,272.09,399.06,605.88,1942.39,379.77,224.82,191.69,309.12,73932.0,1381.0
99,2020-08-03,3294.61,1241.39,640.4,1139.533,272.81,399.83,608.31,1990.72,377.34,221.52,191.64,305.6,47887.0,773.0
100,2020-08-04,3306.51,1235.79,649.09,1148.913,279.51,398.07,609.97,1995.05,382.36,224.53,192.29,308.88,57829.0,1376.0
101,2020-08-05,3327.77,1241.86,647.64,1165.043,282.46,403.89,621.97,2002.02,388.22,223.1,192.77,305.02,57525.0,1347.0
102,2020-08-06,3349.16,1234.73,647.75,1170.85,280.45,403.29,623.94,2031.17,386.57,223.31,197.49,306.6,59878.0,1372.0
103,2020-08-07,3351.28,1239.1,651.18,1167.406,280.59,412.08,634.74,1999.46,388.01,226.33,197.39,312.12,63913.0,1407.0
104,2020-08-10,3360.47,1234.88,654.13,1175.399,289.24,414.73,650.15,1992.87,391.86,225.96,196.49,311.82,47898.0,678.0
105,2020-08-11,3333.69,1226.88,649.53,1167.93,288.55,420.12,653.59,1957.33,391.16,221.74,193.93,305.17,57630.0,1398.0
106,2020-08-12,3380.35,1247.96,658.21,1187.443,290.07,418.9,655.94,2002.61,393.64,224.67,196.35,309.61,57335.0,1432.0
107,2020-08-13,3373.43,1245.9,656.96,1186.763,284.31,416.33,651.68,2003.46,393.35,221.91,197.09,308.43,55180.0,1346.0
108,2020-08-14,3372.85,1243.21,656.81,1185.617,286.99,417.39,654.39,2001.52,393.93,222.22,196.89,305.62,62427.0,1158.0
109,2020-08-17,3381.99,1250.47,660.5,1199.92,285.18,410.98,651.15,2014.98,395.41,224.2,197.08,305.18,40208.0,655.0
110,2020-08-18,3389.78,1250.04,662.85,1217.439,280.29,408.22,647.64,2022.92,393.98,223.86,199.24,303.69,46799.0,1311.0
111,2020-08-19,3374.85,1245.63,657.98,1208.706,277.05,407.91,645.8,2017.41,392.72,219.35,198.34,302.73,46476.0,1278.0
112,2020-08-20,3385.51,1242.04,656.31,1210.445,271.15,404.26,642.7,2046.41,391.06,221.72,201.06,300.05,46889.0,1152.0
113,2020-08-21,3397.16,1243.13,658.05,1214.268,269.45,403.18,644.59,2071.21,388.97,222.26,200.3,300.44,52822.0,1205.0
114,2020-08-24,3431.28,1236.45,663.58,1230.037,276.87,412.53,656.15,2089.28,395.67,222.8,202.42,303.24,38988.0,573.0
115,2020-08-25,3443.62,1245.11,662.73,1236.555,272.94,413.65,655.54,2100.18,394.39,223.48,204.38,300.45,44320.0,1170.0
116,2020-08-26,3478.73,1243.59,663.41,1254.671,266.85,411.67,655.85,2143.23,398.23,221.82,211.97,296.83,44678.0,1282.0
117,2020-08-27,3484.55,1253.32,667.47,1245.666,267.52,418.84,658.0,2143.83,397.28,224.86,209.23,297.71,46333.0,1154.0
118,2020-08-28,3508.01,1255.85,673.67,1251.823,272.48,420.73,664.07,2164.42,401.66,226.49,209.9,298.5,49909.0,1132.0
119,2020-08-31,3500.31,1259.89,671.53,1253.913,266.5,415.53,656.22,2172.2,395.69,224.57,209.04,299.46,36441.0,609.0
120,2020-09-01,3526.65,1247.56,672.24,1267.62,264.05,416.43,662.5,2212.54,406.58,224.23,211.21,296.06,44107.0,1094.0
121,2020-09-02,3580.84,1273.61,684.99,1283.282,262.95,422.68,673.29,2232.92,415.86,229.25,215.83,305.31,42666.0,1078.0
122,2020-09-03,3455.06,1238.68,672.07,1237.574,261.18,415.99,654.42,2102.78,404.32,225.49,208.61,301.47,46478.0,1077.0
123,2020-09-04,3426.96,1229.65,670.48,1220.144,260.32,419.21,655.8,2074.52,404.85,224.44,204.6,299.79,53520.0,1011.0
124,2020-09-08,3331.84,1209.04,656.61,1194.69,250.67,408.34,643.11,1979.28,396.46,221.56,199.68,298.01,28843.0,560.0
125,2020-09-09,3398.96,1230.48,666.37,1222.322,252.21,412.07,653.19,2045.52,406.7,224.28,201.51,301.76,37660.0,1082.0
126,2020-09-10,3339.19,1211.4,658.03,1200.679,242.96,406.25,644.91,1998.97,402.88,220.99,198.34,296.41,40599.0,977.0
127,2020-09-11,3340.97,1216.07,662.06,1196.888,243.58,409.33,653.85,1983.99,408.16,220.38,197.76,297.4,47385.0,1040.0
128,2020-09-14,3383.54,1232.48,665.15,1205.241,245.09,414.7,662.43,2025.09,413.76,225.13,198.02,301.28,35852.0,546.0
129,2020-09-15,3401.2,1234.48,664.47,1217.637,243.22,409.04,662.95,2045.28,415.72,228.26,201.42,303.49,40612.0,1105.0
130,2020-09-16,3385.49,1231.71,661.08,1205.257,253.06,413.56,669.49,2013.4,416.01,229.49,198.99,302.84,41730.0,947.0
131,2020-09-17,3357.01,1227.91,656.76,1186.126,253.58,409.42,671.06,1996.42,419.18,224.47,195.34,300.35,47637.0,824.0
132,2020-09-18,3319.47,1226.34,650.71,1168.997,250.65,408.43,663.78,1963.28,411.95,220.08,193.19,294.96,49907.0,838.0
133,2020-09-21,3281.06,1203.72,646.37,1156.13,242.45,398.24,641.33,1978.14,397.92,214.06,190.89,293.25,35441.0,441.0
134,2020-09-22,3315.57,1201.45,650.53,1190.318,239.96,394.88,647.93,2010.71,398.76,216.76,194.47,295.14,38676.0,906.0
135,2020-09-23,3236.92,1188.52,640.35,1163.661,229.05,386.22,636.51,1946.14,387.07,210.45,189.25,290.39,43725.0,978.0
136,2020-09-24,3246.59,1182.29,645.24,1165.134,229.24,386.97,637.05,1958.18,389.79,211.23,190.0,293.78,46029.0,846.0
137,2020-09-25,3298.46,1201.81,647.9,1183.405,229.09,391.1,646.54,2005.16,392.92,215.36,192.42,298.51,51421.0,866.0
138,2020-09-28,3351.6,1211.66,655.3,1209.205,234.42,399.97,658.23,2042.32,399.24,219.02,194.71,299.29,37416.0,448.0
139,2020-09-29,3335.47,1210.72,651.25,1199.705,228.03,395.37,652.39,2036.1,396.35,217.76,195.26,299.06,45435.0,903.0
140,2020-09-30,3363,1231.02,659.14,1207.693,227.49,400.28,650.68,2054.56,400.01,218.95,195.49,301.86,43285.0,867.0
141,2020-10-01,3380.8,1225.24,662.44,1226.005,220.36,401.18,648.74,2074.28,394.46,222.34,198.17,304.95,47626.0,838.0
142,2020-10-02,3348.44,1214.11,658.43,1213.095,222.55,404.0,655.83,2021.4,397.67,225.85,194.22,308.4,52067.0,869.0
143,2020-10-05,3408.63,1239.5,663.53,1232.476,229.05,410.41,666.52,2067.19,405.32,227.2,197.38,312.31,40289.0,507.0
144,2020-10-06,3360.95,1223.27,659.12,1206.237,225.56,406.16,658.49,2034.23,400.21,225.43,193.47,314.98,47832.0,749.0
145,2020-10-07,3419.45,1246.4,666.94,1235.99,228.82,413.23,673.1,2072.75,410.68,226.06,195.17,316.97,50958.0,908.0
146,2020-10-08,3446.83,1252.29,670.87,1241.469,237.46,418.84,679.36,2082.0,415.01,229.64,197.05,322.69,59768.0,902.0
147,2020-10-09,3477.13,1263.33,676.06,1260.081,233.68,419.12,682.05,2114.08,418.02,228.95,198.57,322.55,60573.0,890.0
148,2020-10-12,3534.22,1271.84,684.04,1287.144,234.41,423.89,686.01,2171.48,417.39,230.07,203.37,324.74,46966.0,438.0
149,2020-10-13,3511.93,1262.7,683.98,1287.565,230.76,415.99,678.71,2157.82,413.48,226.17,204.07,322.45,56148.0,744.0
150,2020-10-14,3488.67,1253.94,680.44,1269.188,231.47,411.55,682.35,2146.0,414.92,223.54,201.66,321.96,60324.0,960.0
151,2020-10-15,3483.34,1244.88,680.54,1270.299,234.18,414.87,684.71,2136.47,413.8,224.58,200.34,321.78,66703.0,842.0
152,2020-10-16,3483.81,1257.6,681.08,1257.803,228.78,415.21,689.55,2130.53,416.43,223.66,200.36,325.27,71922.0,928.0
153,2020-10-19,3426.92,1236.95,671.96,1238.005,223.97,408.67,681.01,2090.58,411.46,220.19,196.61,322.49,55702.0,544.0
154,2020-10-20,3443.12,1238.57,671.25,1246.186,226.51,412.01,684.7,2098.58,412.62,221.79,198.19,324.32,66579.0,929.0
155,2020-10-21,3435.56,1232.76,672.06,1238.339,222.01,410.28,677.92,2095.83,411.24,220.97,200.74,323.64,67962.0,1198.0
156,2020-10-22,3453.49,1251.08,670.57,1238.942,231.24,417.99,683.01,2085.95,413.14,219.28,202.44,328.35,76884.0,988.0
157,2020-10-23,3465.39,1255.97,671.61,1249.953,229.96,419.47,685.74,2083.46,414.64,220.77,204.62,329.11,81899.0,890.0
158,2020-10-26,3400.97,1242.03,663.07,1231.998,221.99,410.1,668.6,2038.32,404.43,218.11,199.98,328.94,69228.0,690.0
159,2020-10-27,3390.68,1233.48,661.46,1239.06,218.92,402.27,654.04,2048.93,400.48,215.41,201.08,328.7,80943.0,997.0
160,2020-10-28,3271.03,1193.7,642.1512,1197.422,209.69,392.34497,632.40283,1960.2112,388.97867,210.225,192.98477,319.04,84623.0,1059.0
161,2020-10-29,3310.11,1185.17,642.4335,1208.296,216.41,395.00687,641.5775,1997.3331,397.45184,213.035,198.51381,319.92,94564.0,1014.0
162,2020-10-30,3269.96,1184.32,639.457,1172.03,216.82,396.09464,641.0076,1948.6635,396.8722,211.459,196.55006,316.92,102440.0,1009.0
163,2020-11-02,3310.24,1205.91,649.8772,1175.5563,224.77,403.78296,658.53674,1955.3447,410.3442,216.81856,196.71576,323.99,86477.0,722.0
164,2020-11-03,3369.16,1223.3,660.41016,1199.38,223.09,412.65024,677.6897,1990.558,416.7078,220.36237,199.50772,328.71,102647.0,1240.0
165,2020-11-04,3443.44,1277.71,660.77637,1237.025,223.45,407.423,670.9702,2066.8525,409.82758,220.981,207.99387,323.47,112483.0,1389.0
166,2020-11-05,3510.45,1280.07,665.983,1262.051,223.36,417.4377,686.24664,2131.3777,426.4377,221.67,211.67068,326.52,128733.0,1311.0
167,2020-11-06,3509.44,1282.04,668.93427,1258.63,218.58,414.074,687.155,2137.668,427.15295,220.741,211.47809,325.77,134603.0,1381.0
168,2020-11-09,3550.5,1291.38,665.8601,1238.561,249.67,447.8857,710.1352,2122.0737,436.74738,226.42,210.94127,331.7,121350.0,892.0
169,2020-11-10,3545.53,1295.95,679.0842,1224.782,255.97,451.14264,722.8813,2080.9822,441.7062,227.6,210.26782,336.42,155190.0,1484.0
170,2020-11-11,3572.66,1293.81,684.92676,1243.183,253.82,448.88657,716.5525,2131.2295,435.66904,229.363,211.46143,337.58,148829.0,1596.0
171,2020-11-12,3537.01,1288.6,683.51,1228.507,245.21,441.35,708.21,2111.15,426.23,227.03,210.46,331.75,166517.0,1461.0
172,2020-11-13,3585.15,1305.4,692.85,1244.778,254.55,448.35,723.41,2129.22,433.23,232.2,213.16,334.81,182799.0,1532.0
173,2020-11-16,3626.91,1302.87,698.69,1257.53,271.09,458.56,741.35,2150.03,441.89,233.38,214.49,338.09,153727.0,1085.0
174,2020-11-17,3609.53,1293.3,694.36,1253.703,272.44,457.62,739.26,2138.21,440.16,233.65,213.59,331.28,174260.0,1700.0
175,2020-11-18,3567.79,1270.51,685.31,1243.979,264.6,453.45,735.92,2114.41,436.56,229.74,211.52,324.87,175339.0,2173.0
176,2020-11-19,3581.87,1268.74,687.24,1249.676,268.65,454.78,737.69,2132.07,438.42,230.02,212.39,321.53,199491.0,2190.0
177,2020-11-20,3557.54,1266.25,682.83,1243.31,267.24,450.77,730.99,2109.68,437.84,228.51,211.22,321.68,201838.0,2168.0
178,2020-11-23,3577.59,1262.43,683.18,1253.36,286.18,459.26,742.96,2108.98,441.62,227.74,211.32,321.63,170596.0,1424.0
179,2020-11-24,3635.41,1266.01,687.8,1269.925,300.95,475.46,756.3,2138.19,452.65,227.68,216.17,325.21,185862.0,2202.0
180,2020-11-25,3629.65,1260.66,687.22,1277.271,293.66,473.5,750.4,2142.99,447.76,228.17,215.65,325.6,184887.0,2536.0
181,2020-11-27,3638.35,1272.68,686.83,1280.15,289.99,471.52,748.75,2153.93,449.53,227.66,216.99,322.46,154894.0,1664.0
182,2020-11-30,3621.63,1276.31,686.37,1271.425,274.42,462.45,741.25,2168.1,445.41,225.82,215.31,317.73,163719.0,1672.0
183,2020-12-01,3662.45,1286.61,692.41,1283.974,275.62,469.71,740.02,2198.66,449.96,228.68,219.53,320.1,190484.0,2742.0
184,2020-12-02,3669.01,1296.94,687.22,1275.018,284.3,474.66,740.88,2193.89,443.76,226.12,221.75,322.24,209605.0,2963.0
185,2020-12-03,3666.72,1294.77,687.61,1276.47,287.34,474.69,742.89,2191.59,440.76,227.78,220.87,318.69,223781.0,2933.0
186,2020-12-04,3699.12,1308.88,692.93,1274.781,302.94,480.05,751.94,2213.9,449.7,230.8,220.99,315.37,236702.0,2781.0
187,2020-12-07,3691.96,1300.77,690.63,1272.177,295.55,476.67,748.3,2219.75,446.55,228.62,222.35,317.11,192415.0,1862.0
188,2020-12-08,3702.25,1310.26,694.42,1271.604,300.19,476.39,751.51,2227.42,449.31,227.47,222.09,316.14,217668.0,2907.0
189,2020-12-09,3672.82,1306.48,692.13,1265.066,301.14,475.41,753.31,2185.6,449.72,225.25,219.42,315.33,224253.0,3340.0
190,2020-12-10,3668.1,1303.91,688.71,1263.447,309.95,476.18,746.29,2187.2,446.52,224.16,218.71,313.72,230473.0,3131.0
191,2020-12-11,3663.46,1298.49,690.72,1259.807,306.38,471.58,748.01,2182.24,444.19,224.15,221.22,314.19,245259.0,3098.0
192,2020-12-14,3647.49,1288.29,687.93,1265.54,295.55,465.81,738.42,2191.24,438.27,222.19,220.0,312.52,200648.0,1979.0
193,2020-12-15,3694.62,1302.04,689.49,1278.835,301.23,473.62,748.57,2226.54,446.53,226.03,221.55,318.57,210452.0,3142.0
194,2020-12-16,3701.17,1297.69,690.32,1292.525,300.04,474.19,743.97,2243.06,445.16,226.06,221.16,314.92,253029.0,3729.0
